title,reviews_link
Jack Reacher: Never Go Back,https://www.imdb.com/title/tt3393786/reviews?ref_=tt_urv
The 5th Wave,https://www.imdb.com/title/tt2304933/reviews?ref_=tt_urv
The Forest,https://www.imdb.com/title/tt3387542/reviews?ref_=tt_urv
Warcraft,https://www.imdb.com/title/tt0803096/reviews?ref_=tt_urv
Jason Bourne,https://www.imdb.com/title/tt4196776/reviews?ref_=tt_urv
Whiskey Tango Foxtrot,https://www.imdb.com/title/tt3553442/reviews?ref_=tt_urv
How to Be Single,https://www.imdb.com/title/tt1292566/reviews?ref_=tt_urv
Triple 9,https://www.imdb.com/title/tt1712261/reviews?ref_=tt_urv
The Secret Life of Pets,https://www.imdb.com/title/tt2709768/reviews?ref_=tt_urv
Zootopia,https://www.imdb.com/title/tt2948356/reviews?ref_=tt_urv
Pete's Dragon,https://www.imdb.com/title/tt2788732/reviews?ref_=tt_urv
Fifty Shades of Black,https://www.imdb.com/title/tt4667094/reviews?ref_=tt_urv
Dirty Grandpa,https://www.imdb.com/title/tt1860213/reviews?ref_=tt_urv
The Boss,https://www.imdb.com/title/tt2702724/reviews?ref_=tt_urv
Zoolander 2,https://www.imdb.com/title/tt1608290/reviews?ref_=tt_urv
Jane Got a Gun,https://www.imdb.com/title/tt2140037/reviews?ref_=tt_urv
Get a Job,https://www.imdb.com/title/tt1468846/reviews?ref_=tt_urv
The Infiltrator,https://www.imdb.com/title/tt1355631/reviews?ref_=tt_urv
Colossal,https://www.imdb.com/title/tt4680182/reviews?ref_=tt_urv
The Accountant,https://www.imdb.com/title/tt2140479/reviews?ref_=tt_urv
Masterminds,https://www.imdb.com/title/tt2461150/reviews?ref_=tt_urv
Pride and Prejudice and Zombies,https://www.imdb.com/title/tt1374989/reviews?ref_=tt_urv
10 Cloverfield Lane,https://www.imdb.com/title/tt1179933/reviews?ref_=tt_urv
Midnight Special,https://www.imdb.com/title/tt2649554/reviews?ref_=tt_urv
Trolls,https://www.imdb.com/title/tt1679335/reviews?ref_=tt_urv
Sausage Party,https://www.imdb.com/title/tt1700841/reviews?ref_=tt_urv
Miss Peregrine's Home for Peculiar Children,https://www.imdb.com/title/tt1935859/reviews?ref_=tt_urv
The Shallows,https://www.imdb.com/title/tt4052882/reviews?ref_=tt_urv
God's Not Dead 2,https://www.imdb.com/title/tt4824308/reviews?ref_=tt_urv
Natural Born Pranksters,https://www.imdb.com/title/tt3671086/reviews?ref_=tt_urv
War Dogs,https://www.imdb.com/title/tt2005151/reviews?ref_=tt_urv
Deepwater Horizon,https://www.imdb.com/title/tt1860357/reviews?ref_=tt_urv
Barbershop: The Next Cut,https://www.imdb.com/title/tt3628584/reviews?ref_=tt_urv
The Magnificent Seven,https://www.imdb.com/title/tt2404435/reviews?ref_=tt_urv
Keanu,https://www.imdb.com/title/tt4139124/reviews?ref_=tt_urv
The Boy,https://www.imdb.com/title/tt3882082/reviews?ref_=tt_urv
Snowden,https://www.imdb.com/title/tt3774114/reviews?ref_=tt_urv
Swiss Army Man,https://www.imdb.com/title/tt4034354/reviews?ref_=tt_urv
Resident Evil: The Final Chapter,https://www.imdb.com/title/tt2592614/reviews?ref_=tt_urv
The Finest Hours,https://www.imdb.com/title/tt2025690/reviews?ref_=tt_urv
Morgan,https://www.imdb.com/title/tt4520364/reviews?ref_=tt_urv
The Do-Over,https://www.imdb.com/title/tt4769836/reviews?ref_=tt_urv
Moana,https://www.imdb.com/title/tt3521164/reviews?ref_=tt_urv
The Other Side of the Door,https://www.imdb.com/title/tt3702652/reviews?ref_=tt_urv
Kill Command,https://www.imdb.com/title/tt2667380/reviews?ref_=tt_urv
13 Hours,https://www.imdb.com/title/tt4172430/reviews?ref_=tt_urv
The Nice Guys,https://www.imdb.com/title/tt3799694/reviews?ref_=tt_urv
Mike and Dave Need Wedding Dates,https://www.imdb.com/title/tt2823054/reviews?ref_=tt_urv
Everybody Wants Some!!,https://www.imdb.com/title/tt2937696/reviews?ref_=tt_urv
Arrival,https://www.imdb.com/title/tt2543164/reviews?ref_=tt_urv
Bastille Day,https://www.imdb.com/title/tt2368619/reviews?ref_=tt_urv
Cell,https://www.imdb.com/title/tt0775440/reviews?ref_=tt_urv
Mr. Right,https://www.imdb.com/title/tt2091935/reviews?ref_=tt_urv
A Monster Calls,https://www.imdb.com/title/tt3416532/reviews?ref_=tt_urv
Friend Request,https://www.imdb.com/title/tt3352390/reviews?ref_=tt_urv
Live by Night,https://www.imdb.com/title/tt2361317/reviews?ref_=tt_urv
Gold,https://www.imdb.com/title/tt1800302/reviews?ref_=tt_urv
The Neon Demon,https://www.imdb.com/title/tt1974419/reviews?ref_=tt_urv
True Memoirs of an International Assassin,https://www.imdb.com/title/tt1542768/reviews?ref_=tt_urv
The Great Wall,https://www.imdb.com/title/tt2034800/reviews?ref_=tt_urv
What Now?,https://www.imdb.com/title/tt4669186/reviews?ref_=tt_urv
Lights Out,https://www.imdb.com/title/tt4786282/reviews?ref_=tt_urv
Broken Vows,https://www.imdb.com/title/tt3701714/reviews?ref_=tt_urv
Bad Moms,https://www.imdb.com/title/tt4651520/reviews?ref_=tt_urv
